                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                0.99811,                0.79804,                 1.0967,                0.82241,                0.84633,                0.90039,                0.66359,                0.94631,                 1.0286,                 1.0162,              0.0018159,              0.0018159,              0.0018159
                     95,                 1.0747,                 0.8116,                  1.114,                0.77871,                0.87082,                 0.8372,                0.53837,                 1.2679,                 1.1383,                 1.1106,              0.0018139,              0.0018139,              0.0018139
                     96,                 1.0995,                0.80451,                 1.0793,                0.77871,                0.87082,                 0.8372,                0.53837,                 1.2679,                 1.1383,                 1.1106,              0.0018119,              0.0018119,              0.0018119
                     97,                 1.0462,                0.79214,                 1.1002,                 0.7258,                0.87305,                0.80162,                0.54749,                 1.1203,                  1.206,                 1.0678,              0.0018099,              0.0018099,              0.0018099
                     98,                 1.0141,                0.83898,                 1.0294,                 0.7258,                0.87305,                0.80162,                0.54749,                 1.1203,                  1.206,                 1.0678,              0.0018079,              0.0018079,              0.0018079
                     99,                 1.0166,                0.82843,                 1.0968,                0.82696,                0.85301,                0.91622,                0.69447,                0.89267,                0.83822,                  1.003,               0.001806,               0.001806,               0.001806
                    100,                  1.074,                0.87719,                 1.1149,                0.82696,                0.85301,                0.91622,                0.69447,                0.89267,                0.83822,                  1.003,               0.001804,               0.001804,               0.001804
                    101,                 1.0543,                0.80078,                 1.0756,                0.73389,                0.85992,                0.87343,                0.64144,                0.93905,                0.91695,                 1.0196,               0.001802,               0.001802,               0.001802
                    102,                0.98212,                0.83117,                 1.0697,                0.73389,                0.85992,                0.87343,                0.64144,                0.93905,                0.91695,                 1.0196,                 0.0018,                 0.0018,                 0.0018
                    103,                0.97739,                 0.7992,                 1.0419,                0.79592,                0.85301,                0.89907,                 0.6554,                 1.0102,                0.98327,                 1.0325,               0.001798,               0.001798,               0.001798
                    104,                 1.0693,                0.78598,                 1.0353,                0.79592,                0.85301,                0.89907,                 0.6554,                 1.0102,                0.98327,                 1.0325,              0.0017961,              0.0017961,              0.0017961
                    105,                 1.0193,                0.81438,                 1.0385,                0.84059,                0.85969,                0.91255,                0.69036,                0.89348,                 1.0382,                 1.0006,              0.0017941,              0.0017941,              0.0017941
                    106,                 0.9467,                 0.7467,                 1.0768,                0.84059,                0.85969,                0.91255,                0.69036,                0.89348,                 1.0382,                 1.0006,              0.0017921,              0.0017921,              0.0017921
                    107,                0.89865,                0.73666,                 1.0529,                  0.819,                0.87678,                0.91372,                0.69248,                0.88999,                 1.0537,                 1.0006,              0.0017901,              0.0017901,              0.0017901
                    108,                0.94432,                0.78855,                  1.016,                  0.819,                0.87678,                0.91372,                0.69248,                0.88999,                 1.0537,                 1.0006,              0.0017881,              0.0017881,              0.0017881
