                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.0724,                0.84774,                 1.1131,                0.83951,                 0.8441,                 0.9119,                0.66223,                0.97063,                 0.8047,                 1.0725,              0.0017862,              0.0017862,              0.0017862
                    110,                 1.2054,                0.87022,                 1.0765,                0.83951,                 0.8441,                 0.9119,                0.66223,                0.97063,                 0.8047,                 1.0725,              0.0017842,              0.0017842,              0.0017842
                    111,                 1.1961,                0.83599,                 1.0738,                0.79786,                0.91537,                0.92464,                0.69262,                0.91898,                0.85829,                 1.0516,              0.0017822,              0.0017822,              0.0017822
                    112,                0.98024,                0.79187,                 1.1001,                0.79786,                0.91537,                0.92464,                0.69262,                0.91898,                0.85829,                 1.0516,              0.0017802,              0.0017802,              0.0017802
                    113,                 0.9508,                0.80786,                 1.1271,                0.80475,                0.90423,                0.92275,                0.73529,                0.82523,                0.88275,                 1.0229,              0.0017782,              0.0017782,              0.0017782
                    114,                0.99023,                0.81518,                 1.1195,                0.80475,                0.90423,                0.92275,                0.73529,                0.82523,                0.88275,                 1.0229,              0.0017763,              0.0017763,              0.0017763
                    115,                 1.0532,                0.80803,                 1.0888,                0.78991,                0.92948,                 0.9276,                0.71737,                0.86027,                 0.8506,                 1.0259,              0.0017743,              0.0017743,              0.0017743
                    116,                 0.9912,                0.78648,                 1.1064,                0.78991,                0.92948,                 0.9276,                0.71737,                0.86027,                 0.8506,                 1.0259,              0.0017723,              0.0017723,              0.0017723
                    117,                0.98623,                0.79083,                 1.0718,                0.84842,                0.84767,                0.91879,                0.67112,                0.95007,                0.79729,                 1.0428,              0.0017703,              0.0017703,              0.0017703
                    118,                 1.0652,                0.81656,                 1.0905,                0.84842,                0.84767,                0.91879,                0.67112,                0.95007,                0.79729,                 1.0428,              0.0017683,              0.0017683,              0.0017683
                    119,                0.92178,                0.81121,                 1.0783,                0.81442,                0.88196,                0.91864,                0.68625,                 0.9061,                0.77628,                 1.0288,              0.0017664,              0.0017664,              0.0017664
                    120,                 1.3251,                0.99035,                 1.0421,                0.81442,                0.88196,                0.91864,                0.68625,                 0.9061,                0.77628,                 1.0288,              0.0017644,              0.0017644,              0.0017644
                    121,                 0.9664,                0.77077,                 1.0433,                0.82082,                  0.902,                 0.9286,                 0.6972,                0.90399,                0.79845,                 1.0235,              0.0017624,              0.0017624,              0.0017624
                    122,                0.94388,                0.78071,                 1.0463,                0.82082,                  0.902,                 0.9286,                 0.6972,                0.90399,                0.79845,                 1.0235,              0.0017604,              0.0017604,              0.0017604
                    123,                0.89422,                0.75784,                 1.0413,                0.82136,                0.90423,                0.93519,                0.72837,                 0.8511,                0.77842,                 1.0107,              0.0017584,              0.0017584,              0.0017584
                    124,                0.91386,                0.71734,                 1.0408,                0.82136,                0.90423,                0.93519,                0.72837,                 0.8511,                0.77842,                 1.0107,              0.0017565,              0.0017565,              0.0017565
                    125,                 1.0066,                0.77967,                 1.0907,                0.82847,                 0.8931,                0.93034,                0.72097,                0.87826,                0.75647,                 1.0103,              0.0017545,              0.0017545,              0.0017545
                    126,                0.91606,                0.72591,                 1.0405,                0.82847,                 0.8931,                0.93034,                0.72097,                0.87826,                0.75647,                 1.0103,              0.0017525,              0.0017525,              0.0017525
                    127,                0.89931,                0.72162,                 1.0494,                0.82413,                0.88711,                0.93098,                0.71639,                0.86953,                0.74038,                 1.0115,              0.0017505,              0.0017505,              0.0017505
                    128,                0.96906,                0.75148,                 1.0263,                0.82413,                0.88711,                0.93098,                0.71639,                0.86953,                0.74038,                 1.0115,              0.0017485,              0.0017485,              0.0017485
                    129,                 0.9246,                0.77905,                 1.0512,                0.82329,                0.88197,                0.92991,                0.71902,                0.86591,                0.72952,                 1.0169,              0.0017466,              0.0017466,              0.0017466
                    130,                0.95218,                0.76868,                 1.0532,                0.82329,                0.88197,                0.92991,                0.71902,                0.86591,                0.72952,                 1.0169,              0.0017446,              0.0017446,              0.0017446
                    131,                0.97153,                0.74966,                 1.0624,                0.84589,                0.84351,                0.91815,                0.65587,                0.97875,                0.77307,                 1.0484,              0.0017426,              0.0017426,              0.0017426
                    132,                 1.0022,                0.73775,                 1.0387,                0.84589,                0.84351,                0.91815,                0.65587,                0.97875,                0.77307,                 1.0484,              0.0017406,              0.0017406,              0.0017406
                    133,                0.98982,                0.76334,                 1.0638,                0.82357,                0.84855,                0.91539,                0.67229,                0.91267,                 0.7545,                 1.0333,              0.0017386,              0.0017386,              0.0017386
                    134,                 1.0073,                0.79133,                 1.0548,                0.82357,                0.84855,                0.91539,                0.67229,                0.91267,                 0.7545,                 1.0333,              0.0017367,              0.0017367,              0.0017367
                    135,                0.93727,                0.75587,                 1.0465,                0.81309,                0.89978,                0.92378,                0.70913,                0.86544,                0.70807,                 1.0137,              0.0017347,              0.0017347,              0.0017347
                    136,                0.90877,                0.75053,                 1.0404,                0.81309,                0.89978,                0.92378,                0.70913,                0.86544,                0.70807,                 1.0137,              0.0017327,              0.0017327,              0.0017327
                    137,                0.89911,                0.74438,                 1.0505,                0.82205,                0.89513,                0.91401,                0.72213,                0.85024,                0.69912,                 1.0088,              0.0017307,              0.0017307,              0.0017307
                    138,                 1.2688,                 0.8496,                 1.0594,                0.82205,                0.89513,                0.91401,                0.72213,                0.85024,                0.69912,                 1.0088,              0.0017287,              0.0017287,              0.0017287
                    139,                 1.0012,                0.75349,                 1.0442,                0.83337,                0.89108,                0.90995,                0.73806,                0.76927,                0.68282,                0.99592,              0.0017268,              0.0017268,              0.0017268
                    140,                0.91098,                0.78329,                  1.076,                0.83337,                0.89108,                0.90995,                0.73806,                0.76927,                0.68282,                0.99592,              0.0017248,              0.0017248,              0.0017248
                    141,                0.95328,                0.79247,                 1.0302,                0.80947,                 0.9084,                0.93312,                0.66802,                 0.9987,                0.70835,                  1.056,              0.0017228,              0.0017228,              0.0017228
                    142,                0.95227,                0.73868,                 1.0451,                0.80947,                 0.9084,                0.93312,                0.66802,                 0.9987,                0.70835,                  1.056,              0.0017208,              0.0017208,              0.0017208
                    143,                0.94819,                 0.7482,                 1.0525,                0.83126,                0.82851,                0.90598,                 0.6207,                 1.1092,                0.79666,                 1.1003,              0.0017188,              0.0017188,              0.0017188
                    144,                 1.0109,                 0.7751,                 1.0643,                0.83126,                0.82851,                0.90598,                 0.6207,                 1.1092,                0.79666,                 1.1003,              0.0017169,              0.0017169,              0.0017169
                    145,                0.94728,                 0.7459,                  1.028,                0.82303,                0.81828,                0.89478,                0.68994,                0.86913,                0.76905,                 1.0414,              0.0017149,              0.0017149,              0.0017149
                    146,                0.85274,                0.78507,                 1.0283,                0.82303,                0.81828,                0.89478,                0.68994,                0.86913,                0.76905,                 1.0414,              0.0017129,              0.0017129,              0.0017129
                    147,                0.93969,                0.76842,                 1.0337,                0.83808,                0.87613,                0.92766,                0.74056,                0.81302,                0.70197,                0.99918,              0.0017109,              0.0017109,              0.0017109
                    148,                0.91479,                0.70993,                 1.0152,                0.83808,                0.87613,                0.92766,                0.74056,                0.81302,                0.70197,                0.99918,              0.0017089,              0.0017089,              0.0017089
                    149,                 1.0304,                0.72239,                 1.0114,                0.82183,                0.90402,                0.92615,                   0.71,                0.88519,                0.74997,                0.99965,               0.001707,               0.001707,               0.001707
                    150,                0.88328,                0.72245,                 1.0283,                0.82183,                0.90402,                0.92615,                   0.71,                0.88519,                0.74997,                0.99965,               0.001705,               0.001705,               0.001705
                    151,                0.92419,                0.73632,                 1.0294,                0.82392,                0.88584,                0.90377,                0.67391,                0.93076,                0.77461,                  1.001,               0.001703,               0.001703,               0.001703
                    152,                0.88252,                0.69731,                  0.997,                0.82392,                0.88584,                0.90377,                0.67391,                0.93076,                0.77461,                  1.001,               0.001701,               0.001701,               0.001701
